air_temp,clearsky_ghi,cloud_opacity,ghi,wind_speed_10m,zenith,period_end,period
6,0,33.2,0,1.1,153,2022-07-23T13:00:00+00:00,PT60M
6,0,8.4,0,1.2,162,2022-07-23T14:00:00+00:00,PT60M
6,0,41.1,0,1.2,164,2022-07-23T15:00:00+00:00,PT60M
6,0,56.9,0,1.2,157,2022-07-23T16:00:00+00:00,PT60M
5,0,53.6,0,1,146,2022-07-23T17:00:00+00:00,PT60M
5,0,59.1,0,0.9,134,2022-07-23T18:00:00+00:00,PT60M
5,0,64.1,0,0.9,122,2022-07-23T19:00:00+00:00,PT60M
4,0,61.8,0,0.9,109,2022-07-23T20:00:00+00:00,PT60M
4,0,51.7,0,0.9,98,2022-07-23T21:00:00+00:00,PT60M
4,43,26.2,30,0.8,86,2022-07-23T22:00:00+00:00,PT60M
5,201,40.5,120,0.8,76,2022-07-23T23:00:00+00:00,PT60M
6,359,47.8,186,0.6,67,2022-07-24T00:00:00+00:00,PT60M
8,482,53.5,225,0.3,60,2022-07-24T01:00:00+00:00,PT60M
10,551,16.6,461,0.5,56,2022-07-24T02:00:00+00:00,PT60M
13,561,0,561,0.9,56,2022-07-24T03:00:00+00:00,PT60M
14,512,0,512,1,59,2022-07-24T04:00:00+00:00,PT60M
14,407,0,407,1.2,65,2022-07-24T05:00:00+00:00,PT60M
14,259,0,259,1.4,73,2022-07-24T06:00:00+00:00,PT60M
12,92,1.9,91,1.6,83,2022-07-24T07:00:00+00:00,PT60M
10,1,6.6,1,1.7,94,2022-07-24T08:00:00+00:00,PT60M
9,0,1,0,0.9,105,2022-07-24T09:00:00+00:00,PT60M
7,0,0,0,0.6,117,2022-07-24T10:00:00+00:00,PT60M
5,0,0,0,1.2,130,2022-07-24T11:00:00+00:00,PT60M
4,0,1.2,0,1.3,142,2022-07-24T12:00:00+00:00,PT60M
4,0,0,0,1.3,153,2022-07-24T13:00:00+00:00,PT60M
4,0,0,0,1.3,162,2022-07-24T14:00:00+00:00,PT60M
3,0,0,0,1.3,164,2022-07-24T15:00:00+00:00,PT60M
3,0,0,0,1.3,157,2022-07-24T16:00:00+00:00,PT60M
2,0,1.2,0,1.4,146,2022-07-24T17:00:00+00:00,PT60M
2,0,3.2,0,1.5,134,2022-07-24T18:00:00+00:00,PT60M
2,0,60,0,1.6,121,2022-07-24T19:00:00+00:00,PT60M
3,0,63.9,0,1.6,109,2022-07-24T20:00:00+00:00,PT60M
3,0,58.4,0,1.5,98,2022-07-24T21:00:00+00:00,PT60M
4,45,34.6,32,1.5,86,2022-07-24T22:00:00+00:00,PT60M
5,205,39.3,123,1.4,76,2022-07-24T23:00:00+00:00,PT60M
6,364,43.1,207,1,67,2022-07-25T00:00:00+00:00,PT60M
8,485,46.9,258,0.9,60,2022-07-25T01:00:00+00:00,PT60M
10,551,5.1,523,1.2,56,2022-07-25T02:00:00+00:00,PT60M
13,558,0,558,1.8,56,2022-07-25T03:00:00+00:00,PT60M
14,507,19,414,2.3,59,2022-07-25T04:00:00+00:00,PT60M
14,403,16.3,341,2.4,65,2022-07-25T05:00:00+00:00,PT60M
13,258,28.8,181,2.4,73,2022-07-25T06:00:00+00:00,PT60M
12,93,45.7,51,2.1,83,2022-07-25T07:00:00+00:00,PT60M
10,1,33.5,1,2.1,94,2022-07-25T08:00:00+00:00,PT60M
9,0,30.1,0,2.1,105,2022-07-25T09:00:00+00:00,PT60M
8,0,10.9,0,1.9,117,2022-07-25T10:00:00+00:00,PT60M
7,0,20.1,0,1.9,130,2022-07-25T11:00:00+00:00,PT60M
7,0,14.4,0,2.3,142,2022-07-25T12:00:00+00:00,PT60M
7,0,2.5,0,2.4,153,2022-07-25T13:00:00+00:00,PT60M
6,0,12.1,0,2.3,162,2022-07-25T14:00:00+00:00,PT60M
6,0,37.9,0,2.1,164,2022-07-25T15:00:00+00:00,PT60M
7,0,52.4,0,2.1,156,2022-07-25T16:00:00+00:00,PT60M
8,0,53.1,0,2.3,146,2022-07-25T17:00:00+00:00,PT60M
8,0,62.3,0,2.1,134,2022-07-25T18:00:00+00:00,PT60M
8,0,46.9,0,1.8,121,2022-07-25T19:00:00+00:00,PT60M
8,0,51.7,0,1.9,109,2022-07-25T20:00:00+00:00,PT60M
8,0,48.2,0,2.2,97,2022-07-25T21:00:00+00:00,PT60M
8,47,25.7,40,2.9,86,2022-07-25T22:00:00+00:00,PT60M
8,209,34.7,135,3.6,76,2022-07-25T23:00:00+00:00,PT60M
9,369,22.4,291,3.9,67,2022-07-26T00:00:00+00:00,PT60M
9,491,17.2,407,4.3,60,2022-07-26T01:00:00+00:00,PT60M
9,559,37.6,348,4.9,56,2022-07-26T02:00:00+00:00,PT60M
9,569,15,483,5.5,55,2022-07-26T03:00:00+00:00,PT60M
9,519,21.8,408,5.9,58,2022-07-26T04:00:00+00:00,PT60M
8,415,39.9,251,5.8,64,2022-07-26T05:00:00+00:00,PT60M
8,266,46.7,137,5.7,73,2022-07-26T06:00:00+00:00,PT60M
7,97,32.2,66,5.4,83,2022-07-26T07:00:00+00:00,PT60M
6,2,23.8,1,4.9,94,2022-07-26T08:00:00+00:00,PT60M
6,0,13.8,0,4.6,105,2022-07-26T09:00:00+00:00,PT60M
5,0,4.1,0,4,117,2022-07-26T10:00:00+00:00,PT60M
5,0,3,0,3.7,129,2022-07-26T11:00:00+00:00,PT60M
5,0,0,0,4.1,142,2022-07-26T12:00:00+00:00,PT60M
5,0,0,0,4.4,153,2022-07-26T13:00:00+00:00,PT60M
5,0,3.8,0,4.2,162,2022-07-26T14:00:00+00:00,PT60M
4,0,0,0,3.7,163,2022-07-26T15:00:00+00:00,PT60M
4,0,0,0,3.4,156,2022-07-26T16:00:00+00:00,PT60M
4,0,0,0,3.4,145,2022-07-26T17:00:00+00:00,PT60M
4,0,3,0,3.6,134,2022-07-26T18:00:00+00:00,PT60M
3,0,5.2,0,3.8,121,2022-07-26T19:00:00+00:00,PT60M
3,0,2.9,0,3.9,109,2022-07-26T20:00:00+00:00,PT60M
3,0,11.9,0,3.7,97,2022-07-26T21:00:00+00:00,PT60M
3,50,0,50,3.4,86,2022-07-26T22:00:00+00:00,PT60M
5,215,0,215,3.4,76,2022-07-26T23:00:00+00:00,PT60M
6,378,0,378,3.9,67,2022-07-27T00:00:00+00:00,PT60M
7,502,0,502,4.1,60,2022-07-27T01:00:00+00:00,PT60M
9,573,0,573,3.9,56,2022-07-27T02:00:00+00:00,PT60M
11,583,0,583,3.9,55,2022-07-27T03:00:00+00:00,PT60M
12,532,0,532,4.2,58,2022-07-27T04:00:00+00:00,PT60M
12,424,0,424,4.5,64,2022-07-27T05:00:00+00:00,PT60M
12,273,0,273,4.4,73,2022-07-27T06:00:00+00:00,PT60M
10,101,0,101,3.9,82,2022-07-27T07:00:00+00:00,PT60M
8,2,18.1,2,3.5,93,2022-07-27T08:00:00+00:00,PT60M
6,0,26.6,0,3.2,105,2022-07-27T09:00:00+00:00,PT60M
5,0,35.3,0,2.9,117,2022-07-27T10:00:00+00:00,PT60M
5,0,24.6,0,2.7,129,2022-07-27T11:00:00+00:00,PT60M
4,0,11.2,0,2.6,141,2022-07-27T12:00:00+00:00,PT60M
4,0,0,0,2.7,153,2022-07-27T13:00:00+00:00,PT60M
4,0,0.5,0,3,162,2022-07-27T14:00:00+00:00,PT60M
4,0,4.1,0,3.3,163,2022-07-27T15:00:00+00:00,PT60M
4,0,1.2,0,3.4,156,2022-07-27T16:00:00+00:00,PT60M
4,0,0.5,0,3.4,145,2022-07-27T17:00:00+00:00,PT60M
4,0,3.6,0,3.2,133,2022-07-27T18:00:00+00:00,PT60M
4,0,4.2,0,2.9,121,2022-07-27T19:00:00+00:00,PT60M
4,0,2.7,0,2.7,109,2022-07-27T20:00:00+00:00,PT60M
4,0,8.7,0,2.9,97,2022-07-27T21:00:00+00:00,PT60M
5,50,5.1,50,2.8,86,2022-07-27T22:00:00+00:00,PT60M
6,213,0,213,3.1,76,2022-07-27T23:00:00+00:00,PT60M
8,372,0,372,3.8,67,2022-07-28T00:00:00+00:00,PT60M
9,492,3.6,474,4.2,60,2022-07-28T01:00:00+00:00,PT60M
9,561,17.2,463,4.5,56,2022-07-28T02:00:00+00:00,PT60M
10,571,26.5,420,4.6,55,2022-07-28T03:00:00+00:00,PT60M
10,522,16.3,435,4.4,58,2022-07-28T04:00:00+00:00,PT60M
10,418,29.1,296,4.4,64,2022-07-28T05:00:00+00:00,PT60M
10,270,39,166,4.2,72,2022-07-28T06:00:00+00:00,PT60M
9,100,17.5,84,3.7,82,2022-07-28T07:00:00+00:00,PT60M
8,2,23,2,3.2,93,2022-07-28T08:00:00+00:00,PT60M
7,0,30.7,0,2.8,105,2022-07-28T09:00:00+00:00,PT60M
6,0,48.1,0,2.3,117,2022-07-28T10:00:00+00:00,PT60M
6,0,40.4,0,2.2,129,2022-07-28T11:00:00+00:00,PT60M
6,0,39.4,0,2.6,141,2022-07-28T12:00:00+00:00,PT60M
6,0,49.9,0,2.5,153,2022-07-28T13:00:00+00:00,PT60M
5,0,4.4,0,2.2,161,2022-07-28T14:00:00+00:00,PT60M
4,0,0,0,2,163,2022-07-28T15:00:00+00:00,PT60M
4,0,0,0,1.9,156,2022-07-28T16:00:00+00:00,PT60M
3,0,1.5,0,1.8,145,2022-07-28T17:00:00+00:00,PT60M
3,0,7.1,0,1.7,133,2022-07-28T18:00:00+00:00,PT60M
2,0,17.3,0,1.7,121,2022-07-28T19:00:00+00:00,PT60M
2,0,18.2,0,1.7,109,2022-07-28T20:00:00+00:00,PT60M
1,0,19.8,0,1.7,97,2022-07-28T21:00:00+00:00,PT60M
1,54,0,54,1.6,86,2022-07-28T22:00:00+00:00,PT60M
2,224,0,224,1.4,75,2022-07-28T23:00:00+00:00,PT60M
4,391,0,391,1.2,66,2022-07-29T00:00:00+00:00,PT60M
6,518,0,518,1.4,60,2022-07-29T01:00:00+00:00,PT60M
8,589,0,589,1.8,55,2022-07-29T02:00:00+00:00,PT60M
10,597,0,597,2,55,2022-07-29T03:00:00+00:00,PT60M
11,543,0,543,2.1,58,2022-07-29T04:00:00+00:00,PT60M
11,435,5.9,411,2.1,64,2022-07-29T05:00:00+00:00,PT60M
11,282,11.1,251,1.8,72,2022-07-29T06:00:00+00:00,PT60M
10,108,37.5,68,1.7,82,2022-07-29T07:00:00+00:00,PT60M
8,3,7.7,3,1.4,93,2022-07-29T08:00:00+00:00,PT60M
6,0,4.1,0,1.3,105,2022-07-29T09:00:00+00:00,PT60M
3,0,0,0,1.6,117,2022-07-29T10:00:00+00:00,PT60M
0,0,0,0,1.7,129,2022-07-29T11:00:00+00:00,PT60M
-1,0,0,0,2,141,2022-07-29T12:00:00+00:00,PT60M
-2,0,0,0,2,153,2022-07-29T13:00:00+00:00,PT60M
-3,0,0,0,1.8,161,2022-07-29T14:00:00+00:00,PT60M
-3,0,1.1,0,1.8,163,2022-07-29T15:00:00+00:00,PT60M
-4,0,0.5,0,1.7,156,2022-07-29T16:00:00+00:00,PT60M
-4,0,3.2,0,1.5,145,2022-07-29T17:00:00+00:00,PT60M
-4,0,13.6,0,1.3,133,2022-07-29T18:00:00+00:00,PT60M
-4,0,4.1,0,1.3,121,2022-07-29T19:00:00+00:00,PT60M
-5,0,19.1,0,1.3,109,2022-07-29T20:00:00+00:00,PT60M
-5,0,18.5,0,1.2,97,2022-07-29T21:00:00+00:00,PT60M
-4,58,0,58,1.1,86,2022-07-29T22:00:00+00:00,PT60M
-1,232,0,232,1,75,2022-07-29T23:00:00+00:00,PT60M
2,398,0,398,0.6,66,2022-07-30T00:00:00+00:00,PT60M
4,525,0,525,0.6,59,2022-07-30T01:00:00+00:00,PT60M
7,597,0,597,1.2,55,2022-07-30T02:00:00+00:00,PT60M
9,608,0,608,1.8,55,2022-07-30T03:00:00+00:00,PT60M
10,556,0,556,2.2,58,2022-07-30T04:00:00+00:00,PT60M
10,447,0,447,2.3,64,2022-07-30T05:00:00+00:00,PT60M
9,291,0,291,1.9,72,2022-07-30T06:00:00+00:00,PT60M
8,113,0,113,1.7,82,2022-07-30T07:00:00+00:00,PT60M
6,3,0,3,1.7,93,2022-07-30T08:00:00+00:00,PT60M
4,0,0,0,1.7,105,2022-07-30T09:00:00+00:00,PT60M
3,0,0,0,1,117,2022-07-30T10:00:00+00:00,PT60M
2,0,4.5,0,0.9,129,2022-07-30T11:00:00+00:00,PT60M
2,0,2.5,0,1.4,141,2022-07-30T12:00:00+00:00,PT60M
1,0,5.6,0,1.2,152,2022-07-30T13:00:00+00:00,PT60M
-0,0,3.1,0,1.2,161,2022-07-30T14:00:00+00:00,PT60M
-2,0,12.9,0,1.5,163,2022-07-30T15:00:00+00:00,PT60M
-2,0,44.7,0,1.8,156,2022-07-30T16:00:00+00:00,PT60M
-2,0,49.8,0,2.2,145,2022-07-30T17:00:00+00:00,PT60M
-2,0,34.3,0,2.3,133,2022-07-30T18:00:00+00:00,PT60M
-2,0,52.3,0,2.4,121,2022-07-30T19:00:00+00:00,PT60M
-1,0,24.9,0,2.5,109,2022-07-30T20:00:00+00:00,PT60M
-1,0,60.7,0,2.5,97,2022-07-30T21:00:00+00:00,PT60M
1,57,36.3,32,2.2,86,2022-07-30T22:00:00+00:00,PT60M
2,224,38.8,139,1.7,75,2022-07-30T23:00:00+00:00,PT60M
4,384,42.5,221,1.5,66,2022-07-31T00:00:00+00:00,PT60M
6,503,35.3,323,1.8,59,2022-07-31T01:00:00+00:00,PT60M
8,568,52.5,269,2.7,55,2022-07-31T02:00:00+00:00,PT60M
9,573,59.3,233,3.7,54,2022-07-31T03:00:00+00:00,PT60M
9,521,62.9,194,4,57,2022-07-31T04:00:00+00:00,PT60M
8,417,65.7,142,3.6,63,2022-07-31T05:00:00+00:00,PT60M
8,269,78.3,60,3.4,72,2022-07-31T06:00:00+00:00,PT60M
7,101,68.6,31,3.4,82,2022-07-31T07:00:00+00:00,PT60M
7,3,65.5,2,3.3,93,2022-07-31T08:00:00+00:00,PT60M
6,0,68.7,0,3.4,105,2022-07-31T09:00:00+00:00,PT60M
6,0,34,0,3.1,117,2022-07-31T10:00:00+00:00,PT60M
6,0,41.9,0,3.2,129,2022-07-31T11:00:00+00:00,PT60M
6,0,51.9,0,4.1,141,2022-07-31T12:00:00+00:00,PT60M
7,0,67.6,0,4.7,152,2022-07-31T13:00:00+00:00,PT60M
7,0,71.6,0,4.7,161,2022-07-31T14:00:00+00:00,PT60M
7,0,63.5,0,4.8,162,2022-07-31T15:00:00+00:00,PT60M
7,0,57,0,5.1,155,2022-07-31T16:00:00+00:00,PT60M
7,0,70.7,0,5.2,145,2022-07-31T17:00:00+00:00,PT60M
7,0,72.7,0,5.3,133,2022-07-31T18:00:00+00:00,PT60M
7,0,60.9,0,5.3,121,2022-07-31T19:00:00+00:00,PT60M
7,0,59.1,0,5.2,109,2022-07-31T20:00:00+00:00,PT60M
7,0,60.7,0,5.6,97,2022-07-31T21:00:00+00:00,PT60M
7,58,34.6,38,5.6,85,2022-07-31T22:00:00+00:00,PT60M
7,229,35.4,156,5.2,75,2022-07-31T23:00:00+00:00,PT60M
7,393,4.3,377,5.2,66,2022-08-01T00:00:00+00:00,PT60M
8,515,7,480,5.2,59,2022-08-01T01:00:00+00:00,PT60M
9,586,5.7,552,5.2,55,2022-08-01T02:00:00+00:00,PT60M
10,597,24.6,450,5.6,54,2022-08-01T03:00:00+00:00,PT60M
10,549,8.2,505,5.6,57,2022-08-01T04:00:00+00:00,PT60M
10,442,2.3,432,5.4,63,2022-08-01T05:00:00+00:00,PT60M
10,290,1.1,287,5.3,72,2022-08-01T06:00:00+00:00,PT60M
9,115,0.6,114,4.7,82,2022-08-01T07:00:00+00:00,PT60M
7,4,7.2,3,4.2,93,2022-08-01T08:00:00+00:00,PT60M
5,0,0.5,0,4.1,104,2022-08-01T09:00:00+00:00,PT60M
4,0,7.1,0,3.9,117,2022-08-01T10:00:00+00:00,PT60M
4,0,2.9,0,3.9,129,2022-08-01T11:00:00+00:00,PT60M
4,0,0,0,4.1,141,2022-08-01T12:00:00+00:00,PT60M
4,0,0,0,4.2,152,2022-08-01T13:00:00+00:00,PT60M
3,0,0,0,4.1,161,2022-08-01T14:00:00+00:00,PT60M
3,0,5.8,0,3.9,162,2022-08-01T15:00:00+00:00,PT60M
2,0,1.1,0,3.9,155,2022-08-01T16:00:00+00:00,PT60M
2,0,0,0,3.7,145,2022-08-01T17:00:00+00:00,PT60M
1,0,4,0,3.2,133,2022-08-01T18:00:00+00:00,PT60M
0,0,0,0,2.6,121,2022-08-01T19:00:00+00:00,PT60M
-0,0,9.8,0,2.1,108,2022-08-01T20:00:00+00:00,PT60M
-1,0,14.2,0,1.8,97,2022-08-01T21:00:00+00:00,PT60M
1,62,2.8,62,1.7,85,2022-08-01T22:00:00+00:00,PT60M
4,237,0,237,1.5,75,2022-08-01T23:00:00+00:00,PT60M
6,403,0,403,1.8,66,2022-08-02T00:00:00+00:00,PT60M
8,529,0,529,2.5,59,2022-08-02T01:00:00+00:00,PT60M
10,599,0,599,3.1,54,2022-08-02T02:00:00+00:00,PT60M
12,609,0,609,3.3,54,2022-08-02T03:00:00+00:00,PT60M
13,559,0,559,3.2,57,2022-08-02T04:00:00+00:00,PT60M
13,451,0,451,3,63,2022-08-02T05:00:00+00:00,PT60M
12,297,1.2,294,2.7,72,2022-08-02T06:00:00+00:00,PT60M
11,118,6.5,109,2.7,82,2022-08-02T07:00:00+00:00,PT60M
8,4,0.5,4,2.3,93,2022-08-02T08:00:00+00:00,PT60M
5,0,33.6,0,2.1,104,2022-08-02T09:00:00+00:00,PT60M
4,0,62.5,0,2.2,116,2022-08-02T10:00:00+00:00,PT60M
4,0,77.1,0,2.2,129,2022-08-02T11:00:00+00:00,PT60M
4,0,75.2,0,2.4,141,2022-08-02T12:00:00+00:00,PT60M
4,0,75.4,0,2.3,152,2022-08-02T13:00:00+00:00,PT60M
4,0,63,0,2.2,160,2022-08-02T14:00:00+00:00,PT60M
4,0,64.3,0,2.3,162,2022-08-02T15:00:00+00:00,PT60M
4,0,58.1,0,2.6,155,2022-08-02T16:00:00+00:00,PT60M
4,0,45.3,0,2.9,144,2022-08-02T17:00:00+00:00,PT60M
4,0,13.1,0,2.9,133,2022-08-02T18:00:00+00:00,PT60M
4,0,23.1,0,3.2,120,2022-08-02T19:00:00+00:00,PT60M
5,0,70.4,0,3.6,108,2022-08-02T20:00:00+00:00,PT60M
6,0,56.2,0,4.2,96,2022-08-02T21:00:00+00:00,PT60M
7,58,24.8,41,4.7,85,2022-08-02T22:00:00+00:00,PT60M
9,221,41.6,129,5.1,75,2022-08-02T23:00:00+00:00,PT60M
10,380,56.7,171,5.4,65,2022-08-03T00:00:00+00:00,PT60M
11,502,51.5,247,5.7,58,2022-08-03T01:00:00+00:00,PT60M
13,574,33.6,382,6,54,2022-08-03T02:00:00+00:00,PT60M
14,586,2,574,6.3,54,2022-08-03T03:00:00+00:00,PT60M
15,537,0,537,6.5,57,2022-08-03T04:00:00+00:00,PT60M
16,433,2.7,422,6.2,63,2022-08-03T05:00:00+00:00,PT60M
16,284,9.5,255,5.6,71,2022-08-03T06:00:00+00:00,PT60M
15,113,4.5,107,5.2,81,2022-08-03T07:00:00+00:00,PT60M
14,4,4.6,4,5,93,2022-08-03T08:00:00+00:00,PT60M
13,0,0,0,5,104,2022-08-03T09:00:00+00:00,PT60M
13,0,0,0,4.6,116,2022-08-03T10:00:00+00:00,PT60M
13,0,0,0,4,129,2022-08-03T11:00:00+00:00,PT60M
13,0,10.1,0,3.8,141,2022-08-03T12:00:00+00:00,PT60M
12,0,5.4,0,3.9,152,2022-08-03T13:00:00+00:00,PT60M
12,0,0.5,0,3.8,160,2022-08-03T14:00:00+00:00,PT60M
13,0,63.4,0,4.2,162,2022-08-03T15:00:00+00:00,PT60M
13,0,84.5,0,5.6,155,2022-08-03T16:00:00+00:00,PT60M
13,0,68.2,0,5.9,144,2022-08-03T17:00:00+00:00,PT60M
13,0,53,0,5.6,132,2022-08-03T18:00:00+00:00,PT60M
13,0,77,0,5.5,120,2022-08-03T19:00:00+00:00,PT60M
13,0,74.8,0,5.8,108,2022-08-03T20:00:00+00:00,PT60M
12,0,88,0,6.1,96,2022-08-03T21:00:00+00:00,PT60M
12,53,62.8,17,5.6,85,2022-08-03T22:00:00+00:00,PT60M
12,213,76.9,49,4.7,74,2022-08-03T23:00:00+00:00,PT60M
12,370,86.6,49,5.1,65,2022-08-04T00:00:00+00:00,PT60M
12,488,90.9,44,6.6,58,2022-08-04T01:00:00+00:00,PT60M
12,560,93.5,36,7.6,54,2022-08-04T02:00:00+00:00,PT60M
13,571,94.2,33,6.8,53,2022-08-04T03:00:00+00:00,PT60M
13,519,91.3,44,5.1,56,2022-08-04T04:00:00+00:00,PT60M
13,414,88.5,48,4.4,63,2022-08-04T05:00:00+00:00,PT60M
13,270,92.3,20,5.4,71,2022-08-04T06:00:00+00:00,PT60M
13,106,91.1,9,6.9,81,2022-08-04T07:00:00+00:00,PT60M
13,4,75.8,2,7.2,92,2022-08-04T08:00:00+00:00,PT60M
13,0,74.7,0,5.7,104,2022-08-04T09:00:00+00:00,PT60M
12,0,68.9,0,4.3,116,2022-08-04T10:00:00+00:00,PT60M
12,0,57.5,0,4.5,128,2022-08-04T11:00:00+00:00,PT60M
11,0,31,0,5.3,140,2022-08-04T12:00:00+00:00,PT60M
10,0,24.4,0,5.1,152,2022-08-04T13:00:00+00:00,PT60M
10,0,55.2,0,4.1,160,2022-08-04T14:00:00+00:00,PT60M
10,0,22.5,0,2.9,161,2022-08-04T15:00:00+00:00,PT60M
9,0,12.8,0,2.3,155,2022-08-04T16:00:00+00:00,PT60M
9,0,12.9,0,2.3,144,2022-08-04T17:00:00+00:00,PT60M
9,0,15.5,0,2.3,132,2022-08-04T18:00:00+00:00,PT60M
9,0,0,0,2.5,120,2022-08-04T19:00:00+00:00,PT60M
9,0,0,0,2.5,108,2022-08-04T20:00:00+00:00,PT60M
8,0,27.2,0,2.7,96,2022-08-04T21:00:00+00:00,PT60M
8,66,26.1,52,2.7,85,2022-08-04T22:00:00+00:00,PT60M
9,238,16.4,199,2.8,74,2022-08-04T23:00:00+00:00,PT60M
10,400,10.6,359,3.4,65,2022-08-05T00:00:00+00:00,PT60M
11,524,4.3,502,3.9,58,2022-08-05T01:00:00+00:00,PT60M
12,596,4.2,570,4,54,2022-08-05T02:00:00+00:00,PT60M
13,609,24.7,457,4,53,2022-08-05T03:00:00+00:00,PT60M
14,559,7.2,520,4.3,56,2022-08-05T04:00:00+00:00,PT60M
14,451,12.5,391,5,62,2022-08-05T05:00:00+00:00,PT60M
13,298,0,298,5.3,71,2022-08-05T06:00:00+00:00,PT60M
12,121,6.5,117,5.3,81,2022-08-05T07:00:00+00:00,PT60M
11,5,16.6,5,5.2,92,2022-08-05T08:00:00+00:00,PT60M
9,0,25.9,0,5.2,104,2022-08-05T09:00:00+00:00,PT60M
8,0,0,0,5.1,116,2022-08-05T10:00:00+00:00,PT60M
8,0,0,0,4.7,128,2022-08-05T11:00:00+00:00,PT60M
7,0,4.6,0,4.4,140,2022-08-05T12:00:00+00:00,PT60M
7,0,13.9,0,4.7,151,2022-08-05T13:00:00+00:00,PT60M
6,0,0,0,4.9,160,2022-08-05T14:00:00+00:00,PT60M
6,0,0,0,4.8,161,2022-08-05T15:00:00+00:00,PT60M
6,0,3,0,5,155,2022-08-05T16:00:00+00:00,PT60M
6,0,15.5,0,5.3,144,2022-08-05T17:00:00+00:00,PT60M
5,0,19.3,0,5.3,132,2022-08-05T18:00:00+00:00,PT60M
5,0,27.1,0,5.3,120,2022-08-05T19:00:00+00:00,PT60M
6,0,20.9,0,5.3,108,2022-08-05T20:00:00+00:00,PT60M
6,0,10.5,0,5.2,96,2022-08-05T21:00:00+00:00,PT60M
6,71,15.7,53,4.6,84,2022-08-05T22:00:00+00:00,PT60M
7,246,7.4,231,4.3,74,2022-08-05T23:00:00+00:00,PT60M
8,409,26.7,292,4.3,65,2022-08-06T00:00:00+00:00,PT60M
8,531,56.3,232,4.2,58,2022-08-06T01:00:00+00:00,PT60M
9,599,42.1,348,4,53,2022-08-06T02:00:00+00:00,PT60M
9,608,52.9,287,3.7,53,2022-08-06T03:00:00+00:00,PT60M
9,555,71.3,159,3.8,56,2022-08-06T04:00:00+00:00,PT60M
9,448,30.2,305,4.2,62,2022-08-06T05:00:00+00:00,PT60M
8,298,34,204,4.5,71,2022-08-06T06:00:00+00:00,PT60M
8,122,58,45,4.1,81,2022-08-06T07:00:00+00:00,PT60M
7,6,31.7,5,3.6,92,2022-08-06T08:00:00+00:00,PT60M
6,0,13.9,0,3.2,104,2022-08-06T09:00:00+00:00,PT60M
6,0,11.2,0,2.4,116,2022-08-06T10:00:00+00:00,PT60M
5,0,13.2,0,2,128,2022-08-06T11:00:00+00:00,PT60M
5,0,6.1,0,2,140,2022-08-06T12:00:00+00:00,PT60M
5,0,1.1,0,1.7,151,2022-08-06T13:00:00+00:00,PT60M
5,0,0.6,0,1.6,159,2022-08-06T14:00:00+00:00,PT60M
5,0,4,0,1.5,161,2022-08-06T15:00:00+00:00,PT60M
5,0,6.2,0,1.3,154,2022-08-06T16:00:00+00:00,PT60M
5,0,10.8,0,1.2,144,2022-08-06T17:00:00+00:00,PT60M
5,0,7.3,0,1.3,132,2022-08-06T18:00:00+00:00,PT60M
5,0,46.3,0,1.3,120,2022-08-06T19:00:00+00:00,PT60M
5,0,51.9,0,1.1,108,2022-08-06T20:00:00+00:00,PT60M
4,0,38.1,0,1,96,2022-08-06T21:00:00+00:00,PT60M
5,73,24.2,53,0.9,84,2022-08-06T22:00:00+00:00,PT60M
7,249,30.6,170,1,74,2022-08-06T23:00:00+00:00,PT60M
8,413,28,298,0.8,65,2022-08-07T00:00:00+00:00,PT60M
8,537,29.1,382,0.7,57,2022-08-07T01:00:00+00:00,PT60M
9,607,6.8,566,0.7,53,2022-08-07T02:00:00+00:00,PT60M
10,616,30.1,430,0.7,53,2022-08-07T03:00:00+00:00,PT60M
11,564,23.6,434,1.3,56,2022-08-07T04:00:00+00:00,PT60M
11,457,25.7,337,1.7,62,2022-08-07T05:00:00+00:00,PT60M
10,304,23.1,240,1.7,71,2022-08-07T06:00:00+00:00,PT60M
9,127,4.9,118,1.2,81,2022-08-07T07:00:00+00:00,PT60M
8,6,7.2,6,0.7,92,2022-08-07T08:00:00+00:00,PT60M
7,0,8.1,0,0.3,104,2022-08-07T09:00:00+00:00,PT60M
6,0,21.2,0,0.5,116,2022-08-07T10:00:00+00:00,PT60M
4,0,42.1,0,0.7,128,2022-08-07T11:00:00+00:00,PT60M
4,0,28.4,0,0.9,140,2022-08-07T12:00:00+00:00,PT60M
3,0,1.1,0,0.9,151,2022-08-07T13:00:00+00:00,PT60M
2,0,4.6,0,1.2,159,2022-08-07T14:00:00+00:00,PT60M
2,0,2.5,0,1.6,161,2022-08-07T15:00:00+00:00,PT60M
1,0,0,0,1.9,154,2022-08-07T16:00:00+00:00,PT60M
1,0,0,0,2.1,144,2022-08-07T17:00:00+00:00,PT60M
1,0,8.6,0,2,132,2022-08-07T18:00:00+00:00,PT60M
0,0,1.3,0,1.9,120,2022-08-07T19:00:00+00:00,PT60M
0,0,20.5,0,1.8,107,2022-08-07T20:00:00+00:00,PT60M
0,0,14.4,0,1.7,96,2022-08-07T21:00:00+00:00,PT60M
2,76,0.5,75,1.7,84,2022-08-07T22:00:00+00:00,PT60M
4,253,15.5,215,1.5,74,2022-08-07T23:00:00+00:00,PT60M
5,419,17.2,348,1,64,2022-08-08T00:00:00+00:00,PT60M
7,543,0.1,543,0.5,57,2022-08-08T01:00:00+00:00,PT60M
