air_temp,clearsky_ghi,cloud_opacity,ghi,wind_speed_10m,zenith,period_end,period
3,0,0,0,1.7,145,2021-09-22T14:00:00+00:00,PT60M
2,0,1.1,0,1.7,144,2021-09-22T15:00:00+00:00,PT60M
2,0,12.9,0,1.6,139,2021-09-22T16:00:00+00:00,PT60M
2,0,71.5,0,1.4,130,2021-09-22T17:00:00+00:00,PT60M
3,0,67,0,1.3,120,2021-09-22T18:00:00+00:00,PT60M
3,0,69.8,0,1.2,108,2021-09-22T19:00:00+00:00,PT60M
3,0,51.2,0,1.3,96,2021-09-22T20:00:00+00:00,PT60M
4,86,41.1,40,1.4,84,2021-09-22T21:00:00+00:00,PT60M
6,296,56.1,130,1.4,71,2021-09-22T22:00:00+00:00,PT60M
9,505,63.1,186,1.8,60,2021-09-22T23:00:00+00:00,PT60M
11,680,64.8,238,2.9,50,2021-09-23T00:00:00+00:00,PT60M
13,803,64.1,290,4.1,41,2021-09-23T01:00:00+00:00,PT60M
15,863,8.7,789,4.9,37,2021-09-23T02:00:00+00:00,PT60M
17,857,0,857,5.3,37,2021-09-23T03:00:00+00:00,PT60M
17,786,0,786,5.5,42,2021-09-23T04:00:00+00:00,PT60M
17,655,0,655,5.5,51,2021-09-23T05:00:00+00:00,PT60M
17,475,0,475,5.3,61,2021-09-23T06:00:00+00:00,PT60M
16,265,0,265,4.8,73,2021-09-23T07:00:00+00:00,PT60M
14,64,0,64,4.2,85,2021-09-23T08:00:00+00:00,PT60M
12,0,0,0,3.6,97,2021-09-23T09:00:00+00:00,PT60M
11,0,0,0,3,109,2021-09-23T10:00:00+00:00,PT60M
9,0,0,0,2.5,121,2021-09-23T11:00:00+00:00,PT60M
8,0,0,0,2.5,131,2021-09-23T12:00:00+00:00,PT60M
8,0,0,0,2.4,140,2021-09-23T13:00:00+00:00,PT60M
8,0,0,0,2.4,144,2021-09-23T14:00:00+00:00,PT60M
7,0,0,0,2.6,144,2021-09-23T15:00:00+00:00,PT60M
7,0,0,0,2.5,139,2021-09-23T16:00:00+00:00,PT60M
7,0,0,0,2.3,130,2021-09-23T17:00:00+00:00,PT60M
7,0,0,0,2.4,119,2021-09-23T18:00:00+00:00,PT60M
7,0,0,0,2.7,108,2021-09-23T19:00:00+00:00,PT60M
6,0,15.6,0,3,95,2021-09-23T20:00:00+00:00,PT60M
7,89,1.1,89,3.4,83,2021-09-23T21:00:00+00:00,PT60M
10,297,0,297,3.6,71,2021-09-23T22:00:00+00:00,PT60M
13,504,0,504,4.1,60,2021-09-23T23:00:00+00:00,PT60M
14,678,0,678,5.2,49,2021-09-24T00:00:00+00:00,PT60M
15,801,4.4,765,6.1,41,2021-09-24T01:00:00+00:00,PT60M
16,861,4.4,823,6.7,36,2021-09-24T02:00:00+00:00,PT60M
17,853,1.9,837,7.1,37,2021-09-24T03:00:00+00:00,PT60M
18,779,41.8,458,7.4,42,2021-09-24T04:00:00+00:00,PT60M
18,647,71.7,182,7.4,51,2021-09-24T05:00:00+00:00,PT60M
18,469,41.6,256,7.2,61,2021-09-24T06:00:00+00:00,PT60M
17,261,11.1,230,6.5,73,2021-09-24T07:00:00+00:00,PT60M
15,64,15.3,56,5.7,85,2021-09-24T08:00:00+00:00,PT60M
14,0,0.3,0,5,97,2021-09-24T09:00:00+00:00,PT60M
14,0,0,0,5.6,109,2021-09-24T10:00:00+00:00,PT60M
13,0,0,0,6.2,121,2021-09-24T11:00:00+00:00,PT60M
12,0,0,0,5.7,131,2021-09-24T12:00:00+00:00,PT60M
11,0,0,0,5.6,139,2021-09-24T13:00:00+00:00,PT60M
11,0,0,0,5.4,144,2021-09-24T14:00:00+00:00,PT60M
10,0,0,0,4.8,144,2021-09-24T15:00:00+00:00,PT60M
9,0,0,0,3.9,138,2021-09-24T16:00:00+00:00,PT60M
8,0,0,0,3,130,2021-09-24T17:00:00+00:00,PT60M
6,0,0,0,2.5,119,2021-09-24T18:00:00+00:00,PT60M
4,0,0,0,2.4,107,2021-09-24T19:00:00+00:00,PT60M
3,0,0,0,2.4,95,2021-09-24T20:00:00+00:00,PT60M
4,98,0,98,2.5,83,2021-09-24T21:00:00+00:00,PT60M
8,311,0,311,2.6,71,2021-09-24T22:00:00+00:00,PT60M
10,520,0,520,2.5,59,2021-09-24T23:00:00+00:00,PT60M
11,694,0,694,2.5,49,2021-09-25T00:00:00+00:00,PT60M
12,817,0,817,2.6,40,2021-09-25T01:00:00+00:00,PT60M
13,878,0,878,2.9,36,2021-09-25T02:00:00+00:00,PT60M
14,872,0,872,3.4,36,2021-09-25T03:00:00+00:00,PT60M
14,798,0,798,4,42,2021-09-25T04:00:00+00:00,PT60M
14,664,17.8,554,4.3,50,2021-09-25T05:00:00+00:00,PT60M
13,483,25.3,359,4.3,61,2021-09-25T06:00:00+00:00,PT60M
12,271,3.2,263,3.9,73,2021-09-25T07:00:00+00:00,PT60M
10,67,17.6,59,3.2,85,2021-09-25T08:00:00+00:00,PT60M
8,0,15.9,0,2.5,97,2021-09-25T09:00:00+00:00,PT60M
7,0,6.4,0,2,109,2021-09-25T10:00:00+00:00,PT60M
6,0,55.8,0,1.8,120,2021-09-25T11:00:00+00:00,PT60M
5,0,64.7,0,1.9,131,2021-09-25T12:00:00+00:00,PT60M
5,0,55.1,0,2.2,139,2021-09-25T13:00:00+00:00,PT60M
4,0,58.1,0,2.5,144,2021-09-25T14:00:00+00:00,PT60M
4,0,87.9,0,2.6,143,2021-09-25T15:00:00+00:00,PT60M
4,0,61.1,0,2.6,138,2021-09-25T16:00:00+00:00,PT60M
4,0,60.1,0,2.4,129,2021-09-25T17:00:00+00:00,PT60M
4,0,64.4,0,2.4,119,2021-09-25T18:00:00+00:00,PT60M
3,0,61.3,0,2.5,107,2021-09-25T19:00:00+00:00,PT60M
3,0,11.1,0,2.5,95,2021-09-25T20:00:00+00:00,PT60M
4,98,0.2,98,2.8,83,2021-09-25T21:00:00+00:00,PT60M
6,312,0,312,3.1,71,2021-09-25T22:00:00+00:00,PT60M
8,524,0,524,3,59,2021-09-25T23:00:00+00:00,PT60M
9,701,0,701,3,49,2021-09-26T00:00:00+00:00,PT60M
9,827,1.7,812,3.2,40,2021-09-26T01:00:00+00:00,PT60M
11,889,0.7,883,3.4,35,2021-09-26T02:00:00+00:00,PT60M
12,884,0.1,882,3.5,36,2021-09-26T03:00:00+00:00,PT60M
13,811,0.1,810,3.5,41,2021-09-26T04:00:00+00:00,PT60M
13,677,0,677,3.7,50,2021-09-26T05:00:00+00:00,PT60M
13,494,0,494,3.8,61,2021-09-26T06:00:00+00:00,PT60M
12,279,0,279,4,72,2021-09-26T07:00:00+00:00,PT60M
10,72,0,72,4.1,85,2021-09-26T08:00:00+00:00,PT60M
8,0,0,0,4.1,97,2021-09-26T09:00:00+00:00,PT60M
6,0,0,0,3.7,109,2021-09-26T10:00:00+00:00,PT60M
5,0,0,0,3.3,120,2021-09-26T11:00:00+00:00,PT60M
4,0,0,0,3,131,2021-09-26T12:00:00+00:00,PT60M
3,0,0,0,2.5,139,2021-09-26T13:00:00+00:00,PT60M
3,0,0,0,2,143,2021-09-26T14:00:00+00:00,PT60M
2,0,0,0,1.7,143,2021-09-26T15:00:00+00:00,PT60M
2,0,0,0,1.8,138,2021-09-26T16:00:00+00:00,PT60M
2,0,0.9,0,1.8,129,2021-09-26T17:00:00+00:00,PT60M
2,0,4.3,0,1.8,118,2021-09-26T18:00:00+00:00,PT60M
3,0,5.7,0,1.9,107,2021-09-26T19:00:00+00:00,PT60M
3,1,33.9,1,2.1,95,2021-09-26T20:00:00+00:00,PT60M
4,104,5.9,100,2.7,82,2021-09-26T21:00:00+00:00,PT60M
7,318,0,318,3.4,70,2021-09-26T22:00:00+00:00,PT60M
9,527,0,527,3.3,59,2021-09-26T23:00:00+00:00,PT60M
10,701,0,701,3.1,48,2021-09-27T00:00:00+00:00,PT60M
11,822,0,822,2.9,40,2021-09-27T01:00:00+00:00,PT60M
12,882,25.7,654,2.8,35,2021-09-27T02:00:00+00:00,PT60M
14,874,13.6,756,2.7,36,2021-09-27T03:00:00+00:00,PT60M
14,800,36.9,505,2.6,41,2021-09-27T04:00:00+00:00,PT60M
14,666,18.7,540,2.3,50,2021-09-27T05:00:00+00:00,PT60M
14,483,15,402,1.6,61,2021-09-27T06:00:00+00:00,PT60M
14,271,0,271,0.5,72,2021-09-27T07:00:00+00:00,PT60M
13,69,5.2,68,0.6,84,2021-09-27T08:00:00+00:00,PT60M
10,0,61.1,0,1.2,97,2021-09-27T09:00:00+00:00,PT60M
9,0,25,0,1.3,109,2021-09-27T10:00:00+00:00,PT60M
8,0,1.7,0,1.4,120,2021-09-27T11:00:00+00:00,PT60M
8,0,0,0,2,130,2021-09-27T12:00:00+00:00,PT60M
7,0,8.5,0,2.2,138,2021-09-27T13:00:00+00:00,PT60M
6,0,0.9,0,1.8,143,2021-09-27T14:00:00+00:00,PT60M
5,0,0,0,1.3,142,2021-09-27T15:00:00+00:00,PT60M
5,0,0,0,0.9,137,2021-09-27T16:00:00+00:00,PT60M
4,0,0,0,0.7,128,2021-09-27T17:00:00+00:00,PT60M
4,0,0,0,0.8,118,2021-09-27T18:00:00+00:00,PT60M
4,0,0,0,1,106,2021-09-27T19:00:00+00:00,PT60M
4,1,6.1,1,1,94,2021-09-27T20:00:00+00:00,PT60M
5,104,26.4,78,0.9,82,2021-09-27T21:00:00+00:00,PT60M
9,312,31.9,212,0.6,70,2021-09-27T22:00:00+00:00,PT60M
11,517,5.2,488,1.3,58,2021-09-27T23:00:00+00:00,PT60M
12,687,12.1,609,2.7,48,2021-09-28T00:00:00+00:00,PT60M
13,807,39.7,481,3.9,39,2021-09-28T01:00:00+00:00,PT60M
14,864,46.5,462,4.2,35,2021-09-28T02:00:00+00:00,PT60M
16,855,37.7,532,3.9,35,2021-09-28T03:00:00+00:00,PT60M
16,781,3.2,756,3.5,41,2021-09-28T04:00:00+00:00,PT60M
16,649,1.7,637,2.8,50,2021-09-28T05:00:00+00:00,PT60M
16,471,2.5,462,2.3,60,2021-09-28T06:00:00+00:00,PT60M
16,265,24.6,196,1.7,72,2021-09-28T07:00:00+00:00,PT60M
15,68,37.3,60,1.4,84,2021-09-28T08:00:00+00:00,PT60M
12,0,95,0,1.9,96,2021-09-28T09:00:00+00:00,PT60M
12,0,90.9,0,1.1,108,2021-09-28T10:00:00+00:00,PT60M
11,0,73.1,0,0.5,120,2021-09-28T11:00:00+00:00,PT60M
10,0,38.2,0,1.3,130,2021-09-28T12:00:00+00:00,PT60M
10,0,75.5,0,1.1,138,2021-09-28T13:00:00+00:00,PT60M
10,0,83.7,0,0.7,143,2021-09-28T14:00:00+00:00,PT60M
10,0,86.4,0,1,142,2021-09-28T15:00:00+00:00,PT60M
10,0,69.4,0,0.9,137,2021-09-28T16:00:00+00:00,PT60M
10,0,14.8,0,0.9,128,2021-09-28T17:00:00+00:00,PT60M
9,0,25.7,0,1,118,2021-09-28T18:00:00+00:00,PT60M
9,0,73.7,0,1.1,106,2021-09-28T19:00:00+00:00,PT60M
9,1,71.9,1,1.1,94,2021-09-28T20:00:00+00:00,PT60M
10,98,51.7,42,1.1,82,2021-09-28T21:00:00+00:00,PT60M
11,299,65.9,99,1.2,70,2021-09-28T22:00:00+00:00,PT60M
12,500,80.7,94,1.4,58,2021-09-28T23:00:00+00:00,PT60M
12,667,91.6,56,1.7,47,2021-09-29T00:00:00+00:00,PT60M
12,785,94.1,46,1.6,39,2021-09-29T01:00:00+00:00,PT60M
12,843,96.9,26,1.3,34,2021-09-29T02:00:00+00:00,PT60M
12,836,93.2,57,0.8,35,2021-09-29T03:00:00+00:00,PT60M
12,762,93.8,48,0.6,40,2021-09-29T04:00:00+00:00,PT60M
13,630,78.1,135,0.9,49,2021-09-29T05:00:00+00:00,PT60M
13,453,76.7,107,1.7,60,2021-09-29T06:00:00+00:00,PT60M
13,250,56.1,106,2.2,72,2021-09-29T07:00:00+00:00,PT60M
12,64,69.7,25,2.1,84,2021-09-29T08:00:00+00:00,PT60M
12,0,90,0,2.1,96,2021-09-29T09:00:00+00:00,PT60M
12,0,80.6,0,1.7,108,2021-09-29T10:00:00+00:00,PT60M
12,0,69.9,0,1.5,120,2021-09-29T11:00:00+00:00,PT60M
12,0,68.3,0,1.8,130,2021-09-29T12:00:00+00:00,PT60M
12,0,75.8,0,1.9,138,2021-09-29T13:00:00+00:00,PT60M
12,0,88.6,0,1.9,142,2021-09-29T14:00:00+00:00,PT60M
12,0,89.7,0,1.7,142,2021-09-29T15:00:00+00:00,PT60M
11,0,84,0,1.2,136,2021-09-29T16:00:00+00:00,PT60M
11,0,87.6,0,0.8,128,2021-09-29T17:00:00+00:00,PT60M
11,0,88.1,0,1.1,117,2021-09-29T18:00:00+00:00,PT60M
10,0,52.8,0,1.7,106,2021-09-29T19:00:00+00:00,PT60M
10,2,58.3,1,2,94,2021-09-29T20:00:00+00:00,PT60M
10,110,66.1,37,2.6,81,2021-09-29T21:00:00+00:00,PT60M
11,318,49.6,164,3.1,69,2021-09-29T22:00:00+00:00,PT60M
11,522,66.2,173,3.1,58,2021-09-29T23:00:00+00:00,PT60M
11,693,54.6,313,2.9,47,2021-09-30T00:00:00+00:00,PT60M
12,815,55.3,369,3.1,39,2021-09-30T01:00:00+00:00,PT60M
12,873,30.3,608,3.3,34,2021-09-30T02:00:00+00:00,PT60M
13,864,48.4,443,3.2,34,2021-09-30T03:00:00+00:00,PT60M
14,791,39.8,481,3.5,40,2021-09-30T04:00:00+00:00,PT60M
14,660,16.1,559,3.4,49,2021-09-30T05:00:00+00:00,PT60M
15,482,79.8,101,3.1,60,2021-09-30T06:00:00+00:00,PT60M
14,274,48.7,124,2.8,72,2021-09-30T07:00:00+00:00,PT60M
13,74,0,74,2.2,84,2021-09-30T08:00:00+00:00,PT60M
12,0,4,0,1.6,96,2021-09-30T09:00:00+00:00,PT60M
10,0,1.4,0,1,108,2021-09-30T10:00:00+00:00,PT60M
10,0,48.8,0,1.4,119,2021-09-30T11:00:00+00:00,PT60M
9,0,65.2,0,1.7,130,2021-09-30T12:00:00+00:00,PT60M
10,0,84.9,0,1.6,138,2021-09-30T13:00:00+00:00,PT60M
10,0,81.9,0,1.2,142,2021-09-30T14:00:00+00:00,PT60M
10,0,65.6,0,1,141,2021-09-30T15:00:00+00:00,PT60M
10,0,76.7,0,1,136,2021-09-30T16:00:00+00:00,PT60M
9,0,68.1,0,0.9,127,2021-09-30T17:00:00+00:00,PT60M
9,0,76.3,0,1.1,117,2021-09-30T18:00:00+00:00,PT60M
8,0,47.4,0,1.4,105,2021-09-30T19:00:00+00:00,PT60M
8,2,36.9,1,1.1,93,2021-09-30T20:00:00+00:00,PT60M
8,110,6.9,100,0.8,81,2021-09-30T21:00:00+00:00,PT60M
11,317,4.1,308,0.6,69,2021-09-30T22:00:00+00:00,PT60M
14,523,0.6,520,0.4,57,2021-09-30T23:00:00+00:00,PT60M
15,697,0,697,1.2,47,2021-10-01T00:00:00+00:00,PT60M
15,821,2.2,802,1.8,38,2021-10-01T01:00:00+00:00,PT60M
16,879,18.6,715,2.1,33,2021-10-01T02:00:00+00:00,PT60M
17,869,54.8,396,2.4,34,2021-10-01T03:00:00+00:00,PT60M
16,795,95.1,38,2.3,40,2021-10-01T04:00:00+00:00,PT60M
15,662,75.6,154,2.8,49,2021-10-01T05:00:00+00:00,PT60M
15,483,51.6,227,2.7,60,2021-10-01T06:00:00+00:00,PT60M
14,276,32,199,0.9,72,2021-10-01T07:00:00+00:00,PT60M
13,76,52.5,34,0.8,84,2021-10-01T08:00:00+00:00,PT60M
11,0,61.6,0,1.3,96,2021-10-01T09:00:00+00:00,PT60M
10,0,25.5,0,1.2,108,2021-10-01T10:00:00+00:00,PT60M
9,0,70.4,0,1.9,119,2021-10-01T11:00:00+00:00,PT60M
9,0,49.8,0,1.9,129,2021-10-01T12:00:00+00:00,PT60M
9,0,35.9,0,1.5,137,2021-10-01T13:00:00+00:00,PT60M
9,0,16.6,0,1.3,141,2021-10-01T14:00:00+00:00,PT60M
10,0,7.9,0,1.5,141,2021-10-01T15:00:00+00:00,PT60M
10,0,7.9,0,1.8,136,2021-10-01T16:00:00+00:00,PT60M
10,0,29.1,0,1.9,127,2021-10-01T17:00:00+00:00,PT60M
10,0,14.4,0,2,117,2021-10-01T18:00:00+00:00,PT60M
10,0,2.6,0,2.3,105,2021-10-01T19:00:00+00:00,PT60M
10,3,37.7,3,2.5,93,2021-10-01T20:00:00+00:00,PT60M
10,123,46.2,68,2.6,81,2021-10-01T21:00:00+00:00,PT60M
11,334,27.7,240,2.3,69,2021-10-01T22:00:00+00:00,PT60M
12,539,19.2,438,1.9,57,2021-10-01T23:00:00+00:00,PT60M
13,708,31.2,491,1.8,46,2021-10-02T00:00:00+00:00,PT60M
14,825,42.8,466,2,38,2021-10-02T01:00:00+00:00,PT60M
14,882,43.7,498,2.1,33,2021-10-02T02:00:00+00:00,PT60M
15,874,50,440,2.1,34,2021-10-02T03:00:00+00:00,PT60M
15,802,42.1,470,2.4,40,2021-10-02T04:00:00+00:00,PT60M
15,670,29.7,476,2.9,49,2021-10-02T05:00:00+00:00,PT60M
14,491,54,225,2.8,60,2021-10-02T06:00:00+00:00,PT60M
14,284,29.8,201,2.6,71,2021-10-02T07:00:00+00:00,PT60M
13,81,39.8,50,2.4,84,2021-10-02T08:00:00+00:00,PT60M
12,0,38.7,0,2.1,96,2021-10-02T09:00:00+00:00,PT60M
11,0,12.9,0,1.8,108,2021-10-02T10:00:00+00:00,PT60M
11,0,18,0,1.2,119,2021-10-02T11:00:00+00:00,PT60M
10,0,0,0,0.7,129,2021-10-02T12:00:00+00:00,PT60M
9,0,0,0,0.6,137,2021-10-02T13:00:00+00:00,PT60M
9,0,7.5,0,0.8,141,2021-10-02T14:00:00+00:00,PT60M
8,0,21.1,0,1,140,2021-10-02T15:00:00+00:00,PT60M
8,0,31,0,1.1,135,2021-10-02T16:00:00+00:00,PT60M
7,0,25.8,0,1.1,127,2021-10-02T17:00:00+00:00,PT60M
8,0,30.1,0,1,116,2021-10-02T18:00:00+00:00,PT60M
8,0,68.6,0,1.1,105,2021-10-02T19:00:00+00:00,PT60M
8,4,74.1,1,1.5,93,2021-10-02T20:00:00+00:00,PT60M
9,128,40.6,78,2,81,2021-10-02T21:00:00+00:00,PT60M
10,341,16,291,2.6,68,2021-10-02T22:00:00+00:00,PT60M
12,548,7.2,509,3.8,57,2021-10-02T23:00:00+00:00,PT60M
13,718,29.8,500,4.7,46,2021-10-03T00:00:00+00:00,PT60M
14,837,22.3,652,5,37,2021-10-03T01:00:00+00:00,PT60M
15,895,12.3,785,5.2,33,2021-10-03T02:00:00+00:00,PT60M
16,888,9.5,805,5.4,33,2021-10-03T03:00:00+00:00,PT60M
16,814,50.3,410,5,39,2021-10-03T04:00:00+00:00,PT60M
16,681,64.9,235,4.5,49,2021-10-03T05:00:00+00:00,PT60M
16,498,85,68,4.3,59,2021-10-03T06:00:00+00:00,PT60M
16,284,19.4,228,3.9,71,2021-10-03T07:00:00+00:00,PT60M
15,80,37.2,54,3.8,83,2021-10-03T08:00:00+00:00,PT60M
14,0,33.6,0,3.7,96,2021-10-03T09:00:00+00:00,PT60M
13,0,39.3,0,2.9,108,2021-10-03T10:00:00+00:00,PT60M
13,0,45.9,0,2,119,2021-10-03T11:00:00+00:00,PT60M
12,0,48.6,0,1.2,129,2021-10-03T12:00:00+00:00,PT60M
11,0,44.7,0,0.8,137,2021-10-03T13:00:00+00:00,PT60M
10,0,29.2,0,0.9,141,2021-10-03T14:00:00+00:00,PT60M
9,0,6.1,0,1.4,140,2021-10-03T15:00:00+00:00,PT60M
9,0,0.6,0,1.7,135,2021-10-03T16:00:00+00:00,PT60M
8,0,0,0,1.3,126,2021-10-03T17:00:00+00:00,PT60M
8,0,6.4,0,1,116,2021-10-03T18:00:00+00:00,PT60M
8,0,23.3,0,0.9,105,2021-10-03T19:00:00+00:00,PT60M
8,5,30.5,4,1,92,2021-10-03T20:00:00+00:00,PT60M
9,130,36.9,94,1.5,80,2021-10-03T21:00:00+00:00,PT60M
13,345,0,345,1.9,68,2021-10-03T22:00:00+00:00,PT60M
15,555,0,555,3,56,2021-10-03T23:00:00+00:00,PT60M
16,733,11.5,649,4.2,46,2021-10-04T00:00:00+00:00,PT60M
16,863,5.8,814,5,37,2021-10-04T01:00:00+00:00,PT60M
16,927,1.2,916,5.5,32,2021-10-04T02:00:00+00:00,PT60M
16,921,0,921,6.1,33,2021-10-04T03:00:00+00:00,PT60M
16,843,0,843,6.6,39,2021-10-04T04:00:00+00:00,PT60M
15,703,20.5,567,6.7,48,2021-10-04T05:00:00+00:00,PT60M
14,514,8.8,464,7,59,2021-10-04T06:00:00+00:00,PT60M
13,296,2.4,291,6.8,71,2021-10-04T07:00:00+00:00,PT60M
11,86,22.6,74,6.3,83,2021-10-04T08:00:00+00:00,PT60M
10,0,32.6,0,6.1,96,2021-10-04T09:00:00+00:00,PT60M
9,0,0.4,0,6.2,107,2021-10-04T10:00:00+00:00,PT60M
8,0,25.7,0,5.9,119,2021-10-04T11:00:00+00:00,PT60M
7,0,16.6,0,5.6,129,2021-10-04T12:00:00+00:00,PT60M
7,0,6.2,0,5.6,136,2021-10-04T13:00:00+00:00,PT60M
7,0,0,0,5.7,140,2021-10-04T14:00:00+00:00,PT60M
6,0,0.5,0,5.7,140,2021-10-04T15:00:00+00:00,PT60M
6,0,15.1,0,5.5,134,2021-10-04T16:00:00+00:00,PT60M
6,0,61.8,0,5.3,126,2021-10-04T17:00:00+00:00,PT60M
6,0,39,0,5.5,116,2021-10-04T18:00:00+00:00,PT60M
7,0,0,0,5.6,104,2021-10-04T19:00:00+00:00,PT60M
7,6,13,6,5.6,92,2021-10-04T20:00:00+00:00,PT60M
7,143,43.8,89,5.8,80,2021-10-04T21:00:00+00:00,PT60M
8,362,22.8,282,6.1,68,2021-10-04T22:00:00+00:00,PT60M
9,571,21.2,454,6.8,56,2021-10-04T23:00:00+00:00,PT60M
10,744,34.4,491,7.3,45,2021-10-05T00:00:00+00:00,PT60M
11,866,6.7,809,7.4,37,2021-10-05T01:00:00+00:00,PT60M
12,922,0.4,919,7.3,32,2021-10-05T02:00:00+00:00,PT60M
13,909,0,909,7.2,33,2021-10-05T03:00:00+00:00,PT60M
13,830,10.6,744,7.4,39,2021-10-05T04:00:00+00:00,PT60M
12,692,6.3,652,7.3,48,2021-10-05T05:00:00+00:00,PT60M
11,509,26.5,373,7,59,2021-10-05T06:00:00+00:00,PT60M
11,297,29.5,219,6.2,71,2021-10-05T07:00:00+00:00,PT60M
10,89,46.1,44,5.4,83,2021-10-05T08:00:00+00:00,PT60M
9,0,4,0,5,95,2021-10-05T09:00:00+00:00,PT60M
8,0,0,0,4.2,107,2021-10-05T10:00:00+00:00,PT60M
7,0,0,0,3.5,118,2021-10-05T11:00:00+00:00,PT60M
7,0,0,0,3.1,128,2021-10-05T12:00:00+00:00,PT60M
6,0,0,0,2.9,136,2021-10-05T13:00:00+00:00,PT60M
5,0,0,0,2.9,140,2021-10-05T14:00:00+00:00,PT60M
4,0,0,0,2.6,139,2021-10-05T15:00:00+00:00,PT60M
4,0,1.5,0,2.3,134,2021-10-05T16:00:00+00:00,PT60M
3,0,27.1,0,2.2,126,2021-10-05T17:00:00+00:00,PT60M
3,0,18,0,2.4,115,2021-10-05T18:00:00+00:00,PT60M
2,0,0.4,0,2.5,104,2021-10-05T19:00:00+00:00,PT60M
2,8,0,8,2.4,92,2021-10-05T20:00:00+00:00,PT60M
4,154,0,154,2.3,80,2021-10-05T21:00:00+00:00,PT60M
8,378,0,378,2.5,68,2021-10-05T22:00:00+00:00,PT60M
10,590,0,590,2.9,56,2021-10-05T23:00:00+00:00,PT60M
12,763,0,763,3.5,45,2021-10-06T00:00:00+00:00,PT60M
14,882,0,882,4,36,2021-10-06T01:00:00+00:00,PT60M
16,934,0,934,4.7,31,2021-10-06T02:00:00+00:00,PT60M
16,919,0,919,5.2,32,2021-10-06T03:00:00+00:00,PT60M
17,842,0,842,5.1,38,2021-10-06T04:00:00+00:00,PT60M
17,705,0,705,5,48,2021-10-06T05:00:00+00:00,PT60M
17,520,0,520,4.6,59,2021-10-06T06:00:00+00:00,PT60M
16,306,0,306,4.1,71,2021-10-06T07:00:00+00:00,PT60M
14,93,2,93,3.5,83,2021-10-06T08:00:00+00:00,PT60M
11,0,0.3,0,2.9,95,2021-10-06T09:00:00+00:00,PT60M
9,0,9.7,0,2.2,107,2021-10-06T10:00:00+00:00,PT60M
7,0,3.8,0,1.9,118,2021-10-06T11:00:00+00:00,PT60M
6,0,4.2,0,1.8,128,2021-10-06T12:00:00+00:00,PT60M
7,0,0.5,0,1.9,136,2021-10-06T13:00:00+00:00,PT60M
7,0,54.7,0,1.8,140,2021-10-06T14:00:00+00:00,PT60M
7,0,67.7,0,1.6,139,2021-10-06T15:00:00+00:00,PT60M
7,0,31.1,0,1.8,134,2021-10-06T16:00:00+00:00,PT60M
7,0,0,0,2.4,125,2021-10-06T17:00:00+00:00,PT60M
7,0,0,0,3,115,2021-10-06T18:00:00+00:00,PT60M
7,0,0,0,3.9,104,2021-10-06T19:00:00+00:00,PT60M
7,8,0,8,4.4,92,2021-10-06T20:00:00+00:00,PT60M
9,145,0.1,145,5.1,79,2021-10-06T21:00:00+00:00,PT60M
13,364,0,364,5.2,67,2021-10-06T22:00:00+00:00,PT60M
15,572,0,572,5.5,55,2021-10-06T23:00:00+00:00,PT60M
16,744,0,744,6.1,45,2021-10-07T00:00:00+00:00,PT60M
17,868,0,868,5.9,36,2021-10-07T01:00:00+00:00,PT60M
18,928,0,928,5.7,31,2021-10-07T02:00:00+00:00,PT60M
18,920,0,920,5.6,32,2021-10-07T03:00:00+00:00,PT60M
19,844,0,844,5.5,38,2021-10-07T04:00:00+00:00,PT60M
18,708,0,708,5.4,48,2021-10-07T05:00:00+00:00,PT60M
17,523,0,523,5.1,59,2021-10-07T06:00:00+00:00,PT60M
15,306,0.9,303,4.6,71,2021-10-07T07:00:00+00:00,PT60M
13,93,6.6,92,4.1,83,2021-10-07T08:00:00+00:00,PT60M
12,0,54.2,0,3.6,95,2021-10-07T09:00:00+00:00,PT60M
10,0,27.2,0,2.4,107,2021-10-07T10:00:00+00:00,PT60M
9,0,48.5,0,1.6,118,2021-10-07T11:00:00+00:00,PT60M
8,0,0.4,0,1.5,128,2021-10-07T12:00:00+00:00,PT60M
7,0,0,0,1.6,135,2021-10-07T13:00:00+00:00,PT60M
7,0,1.8,0,1.8,139,2021-10-07T14:00:00+00:00,PT60M
7,0,0.6,0,1.7,138,2021-10-07T15:00:00+00:00,PT60M
